company_name,location,ctc,skill_required
Jeto Vacations Private Limited,Delhi,"₹ 2,00,000 - 4,00,000                                

                        ₹ 2,00,000 - 4,00,000 /year",Facebook Ads
FirstCry,"Chennai, Coimbatore, Tiruppur","₹ 2,12,000 - 2,31,000                                

                        ₹ 2,12,000 - 2,31,000 /year",Client Interaction
Parmar Techmero Solutions Private Limited,Vadodara,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Adobe After Effects
GVI ITALY,"Delhi, Gurgaon, Noida","₹ 3,00,000 - 5,00,000                                

                        ₹ 3,00,000 - 5,00,000 /year",B2B Sales
I.E.RARE,Ahmedabad,"₹ 2,41,000 - 3,01,500                                

                        ₹ 2,41,000 - 3,01,500 /year",Adobe After Effects
AXS Solutions And Consulting Private Limited,Mumbai,"₹ 3,35,000 - 7,50,000                                

                        ₹ 3,35,000 - 7,50,000 /year",AJAX
Classic Search,Bangalore,"₹ 2,41,000 - 3,50,000                                

                        ₹ 2,41,000 - 3,50,000 /year",Effective Communication
Truedune,Bangalore,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",Digital Marketing
Shecommerz Market Services,Bangalore,"₹ 2,20,000 - 2,40,000                                

                        ₹ 2,20,000 - 2,40,000 /year",Interpersonal skills
Techzert Software,Mumbai,"₹ 2,50,000                                

                        ₹ 2,50,000 /year",Web Services
Heterize Infotech Private Limited,Work from home,"₹ 3,20,000 - 3,70,000                                

                        ₹ 3,20,000 - 3,70,000 /year",English Proficiency (Spoken)
IBridge Analysis And Development Private Limited,Work from home,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Digital Marketing
V-Care Clinic,Bangalore,"₹ 2,50,000                                

                        ₹ 2,50,000 /year",Pharmacology
KKSC,Noida,"₹ 5,00,000 - 15,00,000                                

                        ₹ 5,00,000 - 15,00,000 /year",AutoCAD
ANA Designs Private Limited,Mumbai,"₹ 3,00,000 - 6,00,000                                

                        ₹ 3,00,000 - 6,00,000 /year",Autodesk 3ds Max
Manarti Exports,Delhi,"₹ 2,00,000 - 2,16,000                                

                        ₹ 2,00,000 - 2,16,000 /year",Effective Communication
Digicommerce Solutions LLP,Noida,"₹ 3,00,000 - 6,00,000                                

                        ₹ 3,00,000 - 6,00,000 /year",English Proficiency (Spoken)
"THARUNI                            
NGO",Hyderabad                                            (Hybrid),"₹ 2,40,000 - 3,60,000                                

                        ₹ 2,40,000 - 3,60,000 /year",Accounting
EazyGrad,Delhi,"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",Client Relationship Management (CRM)
Ashwin Tak,Mumbai,"₹ 2,00,000 - 3,60,000                                

                        ₹ 2,00,000 - 3,60,000 /year",Cash Flow Management
Academy Of Pastry And Culinary Arts Mumbai,Gurgaon,"₹ 2,80,000 - 4,00,000                                

                        ₹ 2,80,000 - 4,00,000 /year",Adobe Illustrator
Vemosa Skills,Hisar,"₹ 2,00,000 - 2,44,000                                

                        ₹ 2,00,000 - 2,44,000 /year",English Proficiency (Spoken)
Green Electricals Pvt Ltd,"Ahmedabad, Vadodara, Ankleshwar","₹ 2,50,000 - 9,00,000                                

                        ₹ 2,50,000 - 9,00,000 /year",Business Development
Shiv Shakti Enterprises,Mumbai,"₹ 2,00,000 - 2,29,000                                

                        ₹ 2,00,000 - 2,29,000 /year",English Proficiency (Spoken)
SpringHr,Mumbai,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",Cold Calling
Benson Medical Equipments India Private Limited,Gurgaon,"₹ 3,50,000 - 6,80,000                                

                        ₹ 3,50,000 - 6,80,000 /year",Sales
MH14 Animal Hospital,Pune,"₹ 2,16,001 - 2,40,002                                

                        ₹ 2,16,001 - 2,40,002 /year",Effective Communication
Filo Hevis,Delhi,"₹ 2,40,000                                

                        ₹ 2,40,000 /year",Blogging
Renaura Wellness Private Limited (iluvia),Bangalore,"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",MS-Excel
d'NOTES,Ranchi,"₹ 4,80,000 - 8,00,000                                

                        ₹ 4,80,000 - 8,00,000 /year",Effective Communication
A P R A & ASSOCIATES LLP,Delhi,"₹ 3,00,000 - 6,00,000                                

                        ₹ 3,00,000 - 6,00,000 /year",Accounting
NoBroker,Work from home,"₹ 2,72,000 - 2,83,000                                

                        ₹ 2,72,000 - 2,83,000 /year",Client Interaction
Malik Group Of Companies,Work from home,"₹ 2,60,000 - 3,05,000                                

                        ₹ 2,60,000 - 3,05,000 /year",Hindi Proficiency (Spoken)
BSCJ Enterprises,Mohali,"₹ 2,30,000 - 2,50,000                                

                        ₹ 2,30,000 - 2,50,000 /year",English Proficiency (Spoken)
Glee Impex Private Limited,Noida,"₹ 2,00,000 - 3,50,000                                

                        ₹ 2,00,000 - 3,50,000 /year",Effective Communication
House Of Marktech,Work from home,"₹ 2,30,000 - 3,50,000                                

                        ₹ 2,30,000 - 3,50,000 /year",Adobe After Effects
8teen O One Display Solutions,Mumbai,"₹ 2,00,001 - 2,10,002                                

                        ₹ 2,00,001 - 2,10,002 /year",Accounting
Manoj Mohan & Associates,"Pune, Mumbai, Noida, Nagpur","₹ 2,00,000                                

                        ₹ 2,00,000 /year",Accounting
WeEvolve,Pune,"₹ 5,00,000 - 8,00,000                                

                        ₹ 5,00,000 - 8,00,000 /year",Express.js
Viral Brand Services LLP,Delhi,"₹ 2,02,000 - 3,20,000                                

                        ₹ 2,02,000 - 3,20,000 /year",Recruitment
Shree Shakti Vyapaar Pvt Ltd,Kolkata,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Digital Marketing
Projects By Osa,Mumbai,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",Email Marketing
Eurocas Career And Schooling PVT Ltd,Coimbatore,"₹ 2,25,000 - 4,00,000                                

                        ₹ 2,25,000 - 4,00,000 /year",Effective Communication
Vikalpa Foundation Trust,Gurgaon,"₹ 2,40,001                                

                        ₹ 2,40,001 /year",Coordination
Meragi Events E-commerce Private Limited,"Hyderabad, Bangalore","₹ 5,50,000 - 7,50,000                                

                        ₹ 5,50,000 - 7,50,000 /year",Client Relationship
CollabWorx,Pune,"₹ 3,60,000                                

                        ₹ 3,60,000 /year",Automation
Dhwani Sangeet Mahavidyalaya,Gurgaon,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",English Proficiency (Spoken)
ProductizeTech,Work from home,"₹ 4,00,000 - 5,00,000                                

                        ₹ 4,00,000 - 5,00,000 /year",Artificial intelligence
D'Moksha Homes,Mumbai,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",Content Management
Bizfate Private Limited,Work from home,"₹ 3,50,000 - 8,00,000                                

                        ₹ 3,50,000 - 8,00,000 /year",Cold Calling
Webspiders Interweb Private Limited,Jaipur,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",Coordination
DynPro India Private Limited,"Pune, Bangalore                                            (Hybrid)","₹ 17,00,000 - 30,00,000                                

                        ₹ 17,00,000 - 30,00,000 /year",SAP
Grandink,Mumbai,"₹ 2,40,000                                

                        ₹ 2,40,000 /year",Accounting
LawSikho,Work from home,"₹ 3,00,000 - 3,60,000                                

                        ₹ 3,00,000 - 3,60,000 /year",Accounting
Vishvesh Glasses Private Limited,Ahmedabad,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Accounting
Omtex Sports International Private Limited,Mumbai,"₹ 4,00,000 - 4,20,000                                

                        ₹ 4,00,000 - 4,20,000 /year",Client Interaction
Digichorus Technologies Private Limited,Pune,"₹ 3,00,000 - 4,00,000                                

                        ₹ 3,00,000 - 4,00,000 /year",Blogging
LabelFlavia,Jaipur,"₹ 2,00,000 - 2,20,000                                

                        ₹ 2,00,000 - 2,20,000 /year",Accounting
HINDUSTAN HARDWARE AND PLYWOODS,Bangalore,"₹ 2,00,400 - 2,01,000                                

                        ₹ 2,00,400 - 2,01,000 /year",Color Theory
Vanavil Estate,Chennai,"₹ 2,66,000 - 4,50,000                                

                        ₹ 2,66,000 - 4,50,000 /year",Negotiation
GCS COUNCIL,Work from home,"₹ 2,80,000 - 21,00,000                                

                        ₹ 2,80,000 - 21,00,000 /year",Effective Communication
VFS Global,Mumbai,"₹ 5,00,000 - 6,00,000                                

                        ₹ 5,00,000 - 6,00,000 /year",CMS (Content Management System)
Peerfactor Consulting,Noida,"₹ 2,30,000 - 3,00,000                                

                        ₹ 2,30,000 - 3,00,000 /year",English Proficiency (Spoken)
Luxepolis.com,Mumbai,"₹ 3,00,000 - 4,80,000                                

                        ₹ 3,00,000 - 4,80,000 /year",Conflict Management
GLOBAL FLUIDTECH SYSTEMS,Ahmedabad,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Effective Communication
HEXR Factory,Chennai,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",English Proficiency (Spoken)
Icareheal,"Chennai, Delhi, Pune, Hyderabad, Navi Mumbai, Mumbai, Bangalore, North","₹ 3,50,000 - 5,00,000                                

                        ₹ 3,50,000 - 5,00,000 /year",English Proficiency (Spoken)
VPLAK,"Delhi, Gurgaon, Sohna","₹ 3,16,000 - 5,00,000                                

                        ₹ 3,16,000 - 5,00,000 /year",Electrical Machines
The Real Estate CONNECT,Ahmedabad                                            (Hybrid),"₹ 5,88,000                                

                        ₹ 5,88,000 /year",English Proficiency (Spoken)
Edge On Manpower LLP,Mumbai,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Computer skills
Fortuna Impex Private Limited,Kolkata,"₹ 2,00,000 - 3,60,000                                

                        ₹ 2,00,000 - 3,60,000 /year",English Proficiency (Spoken)
